symbol,LCF,FDR,ID
Kmo,-0.135048481,0.565570336,ENSMUSG00000039783
Cercam,-0.183041722,0.27973403,ENSMUSG00000039787
Zfp597,0.079983037,1,ENSMUSG00000039789
Zfand1,-0.007089332,1,ENSMUSG00000039795
NA,-0.073113897,0.191869195,ENSMUSG00000039798
Cplane1,0.090672085,1,ENSMUSG00000039801
Ncoa5,0.03044502,1,ENSMUSG00000039804
Gabbr2,-0.127725503,1,ENSMUSG00000039809
Zc3h10,0.058251602,1,ENSMUSG00000039810
Tbc1d2,6.499371967,0.000230305,ENSMUSG00000039813
Myl6b,-0.121915297,0.684055257,ENSMUSG00000039824
Trub2,-0.120582256,1,ENSMUSG00000039826
Wdr70,0.014868713,1,ENSMUSG00000039828
Arhgap29,0.07648431,1,ENSMUSG00000039831
Zfp335,-0.167103339,0.6488225,ENSMUSG00000039834
Nhsl1,0.114050283,0.684562379,ENSMUSG00000039835
Slc45a1,-0.049339256,1,ENSMUSG00000039838
Epg5,-0.128360994,0.684986659,ENSMUSG00000039840
Zfp800,-0.042286691,1,ENSMUSG00000039841
Mcph1,-0.072799329,1,ENSMUSG00000039842
Rapgef1,0.095663516,1,ENSMUSG00000039844
Pcif1,-0.226434336,1,ENSMUSG00000039849
Endov,-0.049099603,1,ENSMUSG00000039850
4932438H23Rik,-0.054148311,0.219738511,ENSMUSG00000039851
Rere,0.052547573,1,ENSMUSG00000039852
Trim14,-0.001342946,1,ENSMUSG00000039853
Srrm3,-0.045686441,1,ENSMUSG00000039860
Slc44a3,-0.044659508,0.58562958,ENSMUSG00000039865
Neurl2,-0.129447009,0.701109861,ENSMUSG00000039873
Slc39a5,0.160013248,0.614426235,ENSMUSG00000039878
Heca,0.197860613,0.707894664,ENSMUSG00000039879
Lrrc17,0.309781934,0.244528831,ENSMUSG00000039883
Tmem120a,0.054032919,1,ENSMUSG00000039886
Alg14,-0.094215647,1,ENSMUSG00000039887
Txlnb,-0.146129884,0.207417351,ENSMUSG00000039891
Fgl2,7.507098991,0.000496602,ENSMUSG00000039899
Armh3,-0.078554195,1,ENSMUSG00000039901
Eva1c,0.014053239,1,ENSMUSG00000039903
Gpr37,-0.031727627,1,ENSMUSG00000039904
Slc26a11,0.077477993,0.839577797,ENSMUSG00000039908
Cited2,0.268839321,0.32738004,ENSMUSG00000039910
Spsb1,0.432255459,0.141506622,ENSMUSG00000039911
Pak5,0.143965718,0.512481278,ENSMUSG00000039913
Coq10a,-0.097018545,1,ENSMUSG00000039914
Rhbdd2,-0.114401315,1,ENSMUSG00000039917
Urb1,-0.104328282,0.768786679,ENSMUSG00000039929
Gsap,-2.982815094,0.005535907,ENSMUSG00000039934
Pik3cd,0.001045228,1,ENSMUSG00000039936
Ptger4,-0.000893568,1,ENSMUSG00000039942
Plcb4,-0.047948389,1,ENSMUSG00000039943
Dag1,0.18889376,1,ENSMUSG00000039952
Clstn1,-0.243191784,1,ENSMUSG00000039953
Stk32a,-0.118303812,0.647184591,ENSMUSG00000039954
Mrap,0.160254335,0.347794725,ENSMUSG00000039956
Etfbkmt,0.05605887,0.895938769,ENSMUSG00000039958
Hip1,-0.103615479,1,ENSMUSG00000039959
Rhou,0.069496587,1,ENSMUSG00000039960
Ccdc40,-0.190920576,1,ENSMUSG00000039963
Zfp292,0.05602267,1,ENSMUSG00000039967
Rsbn1l,-0.206145944,1,ENSMUSG00000039968
Tbc1d16,0.046891646,1,ENSMUSG00000039976
Deup1,-0.109229963,0.005911976,ENSMUSG00000039977
Zc3h12d,0.006141499,1,ENSMUSG00000039981
Dtx4,-0.063120048,1,ENSMUSG00000039982
Ccdc32,0.101275856,1,ENSMUSG00000039983
Sinhcaf,0.283654441,0.698628315,ENSMUSG00000039985
Phtf2,0.010533114,1,ENSMUSG00000039987
Ankrd13c,-0.012833975,1,ENSMUSG00000039988
Cbx4,0.016864832,1,ENSMUSG00000039989
Edrf1,0.181486142,0.675980855,ENSMUSG00000039990
Timeless,0.136739793,1,ENSMUSG00000039994
Ifi203,0.053354258,0.660776562,ENSMUSG00000039997
Magi2,-0.151779724,0.38141771,ENSMUSG00000040003
Ginm1,0.324549105,0.95763354,ENSMUSG00000040006
Bahd1,-0.036831877,1,ENSMUSG00000040007
Gnaz,-0.077162107,1,ENSMUSG00000040009
Slc7a5,0.713591411,0.204404895,ENSMUSG00000040010
Ptger3,-0.138517019,0.767858472,ENSMUSG00000040016
Cox15,0.069255568,1,ENSMUSG00000040018
Lats1,-0.02095879,1,ENSMUSG00000040021
Rab11fip2,0.096260803,1,ENSMUSG00000040022
Ythdf2,-0.391286489,0.58386045,ENSMUSG00000040025
Saa3,-0.028480651,1,ENSMUSG00000040026
Elavl1,0.098849821,1,ENSMUSG00000040028
Ipo8,-0.081095381,1,ENSMUSG00000040029
Stat2,0.142058296,1,ENSMUSG00000040033
Nup43,-0.09136344,1,ENSMUSG00000040034
Disp2,0.096544266,1,ENSMUSG00000040035
Negr1,-0.018552797,1,ENSMUSG00000040037
Ift88,-0.060680536,1,ENSMUSG00000040040
Rbms2,-0.282865593,0.092238654,ENSMUSG00000040043
Orc3,-0.171215216,1,ENSMUSG00000040044
Tph1,-0.164080996,0.183707911,ENSMUSG00000040046
Ndufb10,-0.074119548,1,ENSMUSG00000040048
Baz2a,0.183486746,1,ENSMUSG00000040054
Gjb6,0.031071496,0.000336048,ENSMUSG00000040055
Plcb2,0.001849448,0.912996778,ENSMUSG00000040061
NA,-0.063685965,1,ENSMUSG00000040078
Bub1b,-0.09836748,0.434893632,ENSMUSG00000040084
Tnni3k,0.013825196,0.809934889,ENSMUSG00000040086
Bmf,-0.082714141,0.7590937,ENSMUSG00000040093
Flywch1,0.010853361,1,ENSMUSG00000040097
Klhl42,0.046149417,1,ENSMUSG00000040102
Plpp6,-0.051288832,1,ENSMUSG00000040105
Gramd1b,0.018112516,1,ENSMUSG00000040111
Mrps35,0.058892758,1,ENSMUSG00000040112
Cacna2d1,0.175338652,1,ENSMUSG00000040118
Rep15,-0.005538067,0.893069646,ENSMUSG00000040121
Zmym5,0.22418248,1,ENSMUSG00000040123
Gorab,-0.020319428,1,ENSMUSG00000040124
Gpr26,0.033812763,1,ENSMUSG00000040125
Sdr9c7,0.045378337,1,ENSMUSG00000040127
Pnrc1,-0.102018295,1,ENSMUSG00000040128
Gpr176,-0.033513208,1,ENSMUSG00000040133
Rdh7,0.017757839,0.796503694,ENSMUSG00000040134
Abcc8,-5.512386341,2.40E-05,ENSMUSG00000040136
Ndp,0.037560746,1,ENSMUSG00000040138
9430038I01Rik,-0.052794072,1,ENSMUSG00000040139
Tdrd6,0.430217934,0.20227286,ENSMUSG00000040140
Rgl3,-0.091202506,0.210978937,ENSMUSG00000040146
Maob,-0.045937667,1,ENSMUSG00000040147
Hs2st1,-0.036860414,1,ENSMUSG00000040151
Thbs1,-0.050085539,1,ENSMUSG00000040152
Wfdc5,-0.128880867,0.055570577,ENSMUSG00000040154
Tax1bp3,0.355925394,0.780883361,ENSMUSG00000040158
Kcns1,-0.174187816,0.766205995,ENSMUSG00000040164
Ikzf5,-0.001133744,1,ENSMUSG00000040167
Fmo2,0.134568631,0.492025519,ENSMUSG00000040170
Alkbh3,-0.004529566,1,ENSMUSG00000040174
2310057M21Rik,-0.060605637,1,ENSMUSG00000040177
Fmo1,0.085341855,1,ENSMUSG00000040181
Ankrd6,-0.056182918,1,ENSMUSG00000040183
Arntl2,-0.010833947,1,ENSMUSG00000040187
Scamp2,-0.047262726,1,ENSMUSG00000040188
Odad1,-0.00129666,1,ENSMUSG00000040189
1700012D01Rik,-0.199913216,0.534207678,ENSMUSG00000040195
Pclaf,-0.005268867,0.901376889,ENSMUSG00000040204
Cuzd1,0.0437789,0.000166579,ENSMUSG00000040205
Zfp704,0.19519812,0.783646571,ENSMUSG00000040209
Emp3,0.86420942,0.117961052,ENSMUSG00000040212
Kyat3,-0.032241761,1,ENSMUSG00000040213
Ttc12,-0.0852585,0.965578505,ENSMUSG00000040219
Gas8,-0.117052621,1,ENSMUSG00000040220
Prrc2c,0.228984191,1,ENSMUSG00000040225
Gpr34,-0.045019611,0.06505564,ENSMUSG00000040229
Syngr4,0.007097222,0.879990319,ENSMUSG00000040231
Tm7sf3,-0.11396924,1,ENSMUSG00000040234
Trappc5,0.063599273,1,ENSMUSG00000040236
Fgfr1op2,-0.106095032,1,ENSMUSG00000040242
Tbc1d10c,-0.062380046,0.807720659,ENSMUSG00000040247
Lrp1,-0.076333344,1,ENSMUSG00000040249
Ints13,-0.098964046,1,ENSMUSG00000040250
Gbp7,0.055812194,1,ENSMUSG00000040253
Sema3d,4.66E-05,1,ENSMUSG00000040254
Nxph4,-0.02806882,0.803757946,ENSMUSG00000040258
Daam2,-0.099290754,0.748271131,ENSMUSG00000040260
Klhdc4,-0.019563579,1,ENSMUSG00000040263
Dnm3,-0.025733142,1,ENSMUSG00000040265
Plekha1,-0.060215891,1,ENSMUSG00000040268
Mrps28,-0.127535665,1,ENSMUSG00000040269
Bach2,-0.06840967,1,ENSMUSG00000040270
Accs,0.217311113,0.462523884,ENSMUSG00000040272
Cdk6,0.11984598,1,ENSMUSG00000040274
Pacsin1,-0.069367237,1,ENSMUSG00000040276
Ndufa4l2,-0.076653071,0.950284651,ENSMUSG00000040280
Cdin1,0.065844506,0.865591812,ENSMUSG00000040282
Btnl9,0.024208526,1,ENSMUSG00000040283
Stac3,-0.044961097,0.706629575,ENSMUSG00000040287
Hey1,-0.182760766,0.868741982,ENSMUSG00000040289
Ddx58,0.053651497,1,ENSMUSG00000040296
Suco,0.045101604,1,ENSMUSG00000040297
Rbm48,0.009902711,1,ENSMUSG00000040302
Cchcr1,-0.075472433,0.85301319,ENSMUSG00000040312
Zfp770,0.011043846,1,ENSMUSG00000040321
Slc25a24,1.095845182,0.257786028,ENSMUSG00000040322
NA,-0.0207375,1,ENSMUSG00000040323
Dcaf1,0.227387248,0.76246428,ENSMUSG00000040325
Cul9,-0.125669614,1,ENSMUSG00000040327
Il7,-0.226963747,0.310046966,ENSMUSG00000040329
Nsmce4a,0.006554993,1,ENSMUSG00000040331
Fam102b,0.03656233,1,ENSMUSG00000040339
Tex45,-0.007560888,0.914147224,ENSMUSG00000040340
Arhgap9,0.014094575,1,ENSMUSG00000040345
Trim7,0.27761897,0.272382924,ENSMUSG00000040350
Ankib1,0.013176849,1,ENSMUSG00000040351
Mars1,-0.040023695,1,ENSMUSG00000040354
Skiv2l,0.034332194,1,ENSMUSG00000040356
Ufl1,-0.001407171,1,ENSMUSG00000040359
Bcor,-0.0079409,1,ENSMUSG00000040363
Sec1,0.013465887,1,ENSMUSG00000040364
Trim41,0.083168367,1,ENSMUSG00000040365
Lrrd1,-0.090229793,0.391232735,ENSMUSG00000040367
Etfrf1,-0.09197507,1,ENSMUSG00000040370
Gpr63,-0.021172798,1,ENSMUSG00000040372
Cacng5,-0.026076977,1,ENSMUSG00000040373
Pex2,-0.199601277,1,ENSMUSG00000040374
Cbln3,0.055718504,0.705811732,ENSMUSG00000040380
Aqr,0.017316627,1,ENSMUSG00000040383
Ppp1ca,-0.003491906,1,ENSMUSG00000040385
Klhl32,-1.133530193,0.056730609,ENSMUSG00000040387
Wdr47,0.088517957,1,ENSMUSG00000040389
Map3k10,-0.163824426,0.73727826,ENSMUSG00000040390
Abhd13,0.136697615,1,ENSMUSG00000040396
Akap9,0.048221851,1,ENSMUSG00000040407
Fbxl4,-0.097053664,1,ENSMUSG00000040410
Elapor1,-0.748288861,0.169860684,ENSMUSG00000040412
Slc25a28,-0.074065064,0.884283755,ENSMUSG00000040414
Dtx3,0.334300722,0.85001988,ENSMUSG00000040415
Cdh18,0.015573613,1,ENSMUSG00000040420
Rc3h1,-0.033698351,1,ENSMUSG00000040423
Hipk4,-0.069286359,1,ENSMUSG00000040424
Plekha4,-0.052107316,0.973786284,ENSMUSG00000040428
Mterf1a,0.286426434,0.556489048,ENSMUSG00000040429
Pitpnc1,-0.353318748,0.821911059,ENSMUSG00000040430
Ltb4r2,0.008853892,0.871662253,ENSMUSG00000040432
Zbtb38,0.301855363,0.904699752,ENSMUSG00000040433
Large2,0.189806079,0.416958672,ENSMUSG00000040434
Ppp1r15a,0.082452108,1,ENSMUSG00000040435
Slc26a10,0.056425716,1,ENSMUSG00000040441
Rprd1a,0.081672796,1,ENSMUSG00000040446
Spns2,0.082272747,0.911519635,ENSMUSG00000040447
Sgms1,0.072110774,1,ENSMUSG00000040451
Cdh12,-0.022619357,0.756264587,ENSMUSG00000040452
Usp45,-0.069681746,1,ENSMUSG00000040455
Arglu1,-0.114127566,1,ENSMUSG00000040459
Os9,0.149554244,1,ENSMUSG00000040462
Mybbp1a,0.061638265,1,ENSMUSG00000040463
Gtpbp10,0.137204727,0.686275665,ENSMUSG00000040464
Blvrb,0.161792308,1,ENSMUSG00000040466
Ggt6,0.019760457,1,ENSMUSG00000040471
Rabggta,0.087665585,1,ENSMUSG00000040472
Cfap69,-0.383598135,0.389950792,ENSMUSG00000040473
Prdm13,0.00864689,1,ENSMUSG00000040478
Dgkz,-0.24568761,1,ENSMUSG00000040479
Bptf,-0.002088105,1,ENSMUSG00000040481
Dxo,0.066911218,1,ENSMUSG00000040482
Xaf1,0.424610611,0.65526735,ENSMUSG00000040483
Ltbp4,0.149601434,1,ENSMUSG00000040488
Sox30,-0.000684426,1,ENSMUSG00000040489
Lrfn2,0.053857198,0.681158973,ENSMUSG00000040490
Chrm4,-0.019861824,0.809934889,ENSMUSG00000040495
Igsf23,0.031078504,1,ENSMUSG00000040498
Marchf9,-0.267570157,0.346983979,ENSMUSG00000040502
Ambra1,-0.030664636,1,ENSMUSG00000040506
Pvr,0.13028248,0.888534356,ENSMUSG00000040511
Tex47,0.012702923,1,ENSMUSG00000040514
Manea,-0.019104472,1,ENSMUSG00000040520
Tsfm,-0.108010196,1,ENSMUSG00000040521
Zfp609,-0.107387959,0.657054762,ENSMUSG00000040524
Cblc,2.553610414,0.024070894,ENSMUSG00000040525
Milr1,0.036388603,1,ENSMUSG00000040528
Abhd11,0.138031053,1,ENSMUSG00000040532
Necab1,0.010130673,1,ENSMUSG00000040536
Adam22,-0.120190878,1,ENSMUSG00000040537
Pitpnm3,-0.063259191,0.367261321,ENSMUSG00000040543
Tex2,-0.185331574,1,ENSMUSG00000040548
Ckap5,-0.307751864,0.849648968,ENSMUSG00000040549
Otud6b,-0.149732241,1,ENSMUSG00000040550
C3ar1,-0.105463634,0.585900347,ENSMUSG00000040552
Aipl1,0.03194751,1,ENSMUSG00000040554
Mettl27,0.065529446,1,ENSMUSG00000040557
Wdr7,0.030194937,1,ENSMUSG00000040560
Gstm2,5.699924655,7.44E-07,ENSMUSG00000040562
Plppr2,0.194248345,0.657054762,ENSMUSG00000040563
Apoc1,0.104430656,0.386532885,ENSMUSG00000040564
Btaf1,0.126034459,1,ENSMUSG00000040565
Slc26a7,-0.164541912,0.022284732,ENSMUSG00000040569
Rundc3b,0.066577475,1,ENSMUSG00000040570
Abcb1a,5.50887073,0.00019293,ENSMUSG00000040584
Ofd1,0.021143021,1,ENSMUSG00000040586
1110051M20Rik,-0.1266481,1,ENSMUSG00000040591
Cd79b,0.020543471,0.002529242,ENSMUSG00000040592
Ranbp17,-0.241353298,0.448570343,ENSMUSG00000040594
Pogk,0.162491947,1,ENSMUSG00000040596
Mis12,0.10190758,1,ENSMUSG00000040599
Eps8l3,0.063936107,0.950645378,ENSMUSG00000040600
Bace2,0.074949698,1,ENSMUSG00000040605
Kazn,0.024855642,1,ENSMUSG00000040606
Tlx3,0.054851731,1,ENSMUSG00000040610
Ildr2,0.269420588,0.311570314,ENSMUSG00000040612
Apobec1,0.02906719,1,ENSMUSG00000040613
Tmem51,-0.189053243,0.000560172,ENSMUSG00000040616
Pck2,0.139014877,1,ENSMUSG00000040618
Dhx33,-0.097009688,1,ENSMUSG00000040620
Gemin8,0.001402297,1,ENSMUSG00000040621
Plekhg1,0.035547259,1,ENSMUSG00000040624
Mael,0.015952947,1,ENSMUSG00000040629
Dok4,0.000218739,1,ENSMUSG00000040631
Nrl,-0.177963963,0.001817054,ENSMUSG00000040632
Erc2,0.120631749,1,ENSMUSG00000040640
Ppip5k2,-0.000960031,1,ENSMUSG00000040648
Rimklb,0.052355461,1,ENSMUSG00000040649
Tasor,0.259987638,0.99938197,ENSMUSG00000040651
Oaz2,0.256439549,1,ENSMUSG00000040652
Ppp1r14c,-0.00851095,1,ENSMUSG00000040653
Dnph1,-2.229649124,0.027555417,ENSMUSG00000040658
Efhd2,-0.036744201,1,ENSMUSG00000040659
Rad54l2,0.184289163,0.420818172,ENSMUSG00000040661
Clcf1,1.240472542,0.043709681,ENSMUSG00000040663
Sh3bgr,0.180637157,0.213876674,ENSMUSG00000040666
Nup88,-0.03565547,1,ENSMUSG00000040667
Phc1,0.080053614,0.714506329,ENSMUSG00000040669
Mthfd1l,0.136886581,0.888764998,ENSMUSG00000040675
Kremen2,0.151924282,0.362223217,ENSMUSG00000040680
Hmgn1,0.713615765,0.081080741,ENSMUSG00000040681
Madd,0.13634465,1,ENSMUSG00000040687
Tbl3,0.103816902,1,ENSMUSG00000040688
Col16a1,0.125879873,0.921339031,ENSMUSG00000040690
Slco4c1,-0.004316061,1,ENSMUSG00000040693
Dnajc16,0.161210036,0.793207017,ENSMUSG00000040697
Limd2,-0.226644049,1,ENSMUSG00000040699
Ap1g2,0.060934615,1,ENSMUSG00000040701
Cyp2s1,-0.13443664,0.588222141,ENSMUSG00000040703
A930016O22Rik,-0.037449377,0.915202076,ENSMUSG00000040705
St8sia4,-0.054075453,0.888533386,ENSMUSG00000040710
Sh3pxd2b,0.042031837,1,ENSMUSG00000040711
Camta2,0.055567512,1,ENSMUSG00000040712
Creg1,-0.013823229,1,ENSMUSG00000040713
Klc3,-2.60656547,0.013982586,ENSMUSG00000040714
Il17rd,0.043299644,0.861383108,ENSMUSG00000040717
Virma,-0.157167541,1,ENSMUSG00000040720
Zfhx2,-0.206857476,1,ENSMUSG00000040721
Scamp5,-0.127423029,1,ENSMUSG00000040722
Rcsd1,-0.062222264,1,ENSMUSG00000040723
Kcna2,-0.199379475,1,ENSMUSG00000040724
Hnrnpul1,0.941176391,0.098950327,ENSMUSG00000040725
Cep126,0.052328147,1,ENSMUSG00000040729
Eif4h,-0.132039468,1,ENSMUSG00000040731
Erg,0.059726651,0.342864027,ENSMUSG00000040732
Ppp1r13l,2.409102317,0.003151471,ENSMUSG00000040734
Ints8,0.321196644,0.537851207,ENSMUSG00000040738
Slc25a34,-0.044348347,1,ENSMUSG00000040740
Rnf167,0.026361927,1,ENSMUSG00000040746
Cd53,-0.070088933,1,ENSMUSG00000040747
Siah1b,-0.04059007,1,ENSMUSG00000040749
Lat2,0.057079796,0.908835365,ENSMUSG00000040751
Myh6,-0.064159129,0.703325593,ENSMUSG00000040752
Cmtm5,0.065780716,1,ENSMUSG00000040759
Appl1,0.128947626,1,ENSMUSG00000040760
Spen,0.031411281,1,ENSMUSG00000040761
Snrnp25,-0.08717804,1,ENSMUSG00000040767
Il25,0.08446918,0.390450452,ENSMUSG00000040770
Oard1,0.179427889,1,ENSMUSG00000040771
Cept1,-0.13978495,1,ENSMUSG00000040774
Cop1,0.055163706,1,ENSMUSG00000040782
Ttc3,-0.031900052,1,ENSMUSG00000040785
C1qtnf4,0.141469021,1,ENSMUSG00000040794
Iqcc,0.088844273,1,ENSMUSG00000040795
Iqsec3,0.266414104,0.730786137,ENSMUSG00000040797
S100g,-0.013549243,0.858238861,ENSMUSG00000040808
Chil3,-0.023693503,1,ENSMUSG00000040809
Eml2,-0.072911104,1,ENSMUSG00000040811
Agbl2,0.008649689,0.892233017,ENSMUSG00000040812
Tex264,-0.089636079,1,ENSMUSG00000040813
Dennd6a,0.097159363,1,ENSMUSG00000040818
Hlcs,0.117518635,1,ENSMUSG00000040820
1700123O20Rik,0.094514569,1,ENSMUSG00000040822
Snrpd2,0.280861221,0.664641517,ENSMUSG00000040824
Catsperd,-0.079543674,0.880930949,ENSMUSG00000040828
Zmynd15,0.240986566,0.707618576,ENSMUSG00000040829
Gpr161,0.022732499,1,ENSMUSG00000040836
NA,0.180057528,0.123667025,ENSMUSG00000040838
NA,0.301475935,0.428526819,ENSMUSG00000040840
Six5,-0.017473872,0.996034487,ENSMUSG00000040841
Szrd1,-0.080827775,1,ENSMUSG00000040842
Tiprl,0.174491885,1,ENSMUSG00000040843
Sft2d2,0.098874209,1,ENSMUSG00000040848
Psme4,0.098470474,1,ENSMUSG00000040850
Plekhh2,-0.693966171,0.166977633,ENSMUSG00000040852
Reps2,-0.042746622,1,ENSMUSG00000040855
Dlk1,0.126662764,0.323962185,ENSMUSG00000040856
Erf,1.799075645,0.005581974,ENSMUSG00000040857
Bsdc1,-0.043906843,1,ENSMUSG00000040859
Crocc,-0.025326548,0.947773488,ENSMUSG00000040860
Ino80d,-0.130303974,1,ENSMUSG00000040865
Rsph6a,0.093160776,0.68762053,ENSMUSG00000040866
Begain,0.087958952,0.657054762,ENSMUSG00000040867
Osbpl10,-0.232955497,0.401540215,ENSMUSG00000040875
Wdr25,-0.175333406,0.372236395,ENSMUSG00000040877
Tmem205,-0.035046802,1,ENSMUSG00000040883
Gfer,0.066764617,1,ENSMUSG00000040888
Kcnd3,0.029035121,1,ENSMUSG00000040896
Kcnk18,-5.939664575,0.00037507,ENSMUSG00000040901
NA,0.046864489,0.884283755,ENSMUSG00000040904
Atp1a3,0.003575573,1,ENSMUSG00000040907
Fbxw4,-0.007909291,1,ENSMUSG00000040913
Slc19a2,-0.181543088,0.398231605,ENSMUSG00000040918
4930505A04Rik,0.02572524,6.76E-09,ENSMUSG00000040919
S100pbp,0.192106027,0.967297382,ENSMUSG00000040928
Rfx3,0.000651849,1,ENSMUSG00000040929
Ulk4,-0.188424627,1,ENSMUSG00000040936
Slc16a11,-0.007541216,0.911800262,ENSMUSG00000040938
Arhgef1,0.639535495,0.413117045,ENSMUSG00000040940
Tet2,0.15323586,1,ENSMUSG00000040943
Rcc2,0.11833632,1,ENSMUSG00000040945
Mgl2,-0.157334386,0.005616039,ENSMUSG00000040950
Rps19,0.262990621,0.914063834,ENSMUSG00000040952
Cables1,0.194931563,0.056959176,ENSMUSG00000040957
Asgr2,-0.022394496,0.907011509,ENSMUSG00000040963
Arhgef10l,0.084302812,1,ENSMUSG00000040964
Slc22a2,-0.074091583,0.631605204,ENSMUSG00000040966
Igsf21,-0.016621116,1,ENSMUSG00000040972
Gm11992,-0.137990102,0.299189641,ENSMUSG00000040978
Sun3,-0.017156085,0.854853594,ENSMUSG00000040985
Mill2,-0.095473675,1,ENSMUSG00000040987
Sh3kbp1,0.317746541,0.707305782,ENSMUSG00000040990
Abhd4,0.043403218,1,ENSMUSG00000040997
Npnt,-0.021441368,1,ENSMUSG00000040998
Trim62,-0.044344733,1,ENSMUSG00000041000
Cmtm8,0.02904421,1,ENSMUSG00000041012
Nrg3,1.653948142,0.057443324,ENSMUSG00000041014
Map7d2,0.037588264,1,ENSMUSG00000041020
Iffo2,-0.041593095,0.914634598,ENSMUSG00000041025
Ghitm,-0.204447731,1,ENSMUSG00000041028
Dpcd,0.023361757,1,ENSMUSG00000041035
Irgq,0.197799243,0.887316848,ENSMUSG00000041037
Fam117b,0.383397637,0.681575688,ENSMUSG00000041040
Ramp3,-0.014637747,1,ENSMUSG00000041046
Slc7a13,0.004490878,1,ENSMUSG00000041052
Wdr43,-0.15293756,1,ENSMUSG00000041057
Wwp1,0.079529646,1,ENSMUSG00000041058
Mslnl,0.105732446,0.099847142,ENSMUSG00000041062
Pif1,0.121497545,0.870173698,ENSMUSG00000041064
Nacad,0.006967927,1,ENSMUSG00000041073
Fzd7,-0.098785107,0.693027231,ENSMUSG00000041075
Grid1,0.104982362,0.535178117,ENSMUSG00000041078
Rwdd2b,-0.103109666,1,ENSMUSG00000041079
Ostc,0.034831178,1,ENSMUSG00000041084
Tspyl2,-0.065488109,1,ENSMUSG00000041096
Elmo1,-0.097730569,1,ENSMUSG00000041112
Iqsec2,-0.097522552,1,ENSMUSG00000041115
Pde9a,0.013646854,1,ENSMUSG00000041119
Nbl1,-0.057079059,1,ENSMUSG00000041120
Msantd4,0.02134729,1,ENSMUSG00000041124
H2az2,-0.044410959,1,ENSMUSG00000041126
Zfp598,0.235097867,0.67811581,ENSMUSG00000041130
N4bp2l1,-0.072141903,1,ENSMUSG00000041132
Smc1a,0.006275487,1,ENSMUSG00000041133
Cyyr1,5.909477915,0.000766671,ENSMUSG00000041134
Ripk2,0.027877103,1,ENSMUSG00000041135
Nme8,-0.054576053,0.873216099,ENSMUSG00000041138
Pnmal1,-0.000970985,1,ENSMUSG00000041141
Tmco4,0.261740308,0.018091208,ENSMUSG00000041143
Dnah7b,-0.07580778,0.506402322,ENSMUSG00000041144
Brca2,0.210461369,0.602999109,ENSMUSG00000041147
Osgin2,-0.03727465,1,ENSMUSG00000041153
Otud3,-0.00908298,1,ENSMUSG00000041161
Zmiz2,-0.026729836,1,ENSMUSG00000041164
Spem1,-0.019874866,0.825735464,ENSMUSG00000041165
Lonp1,0.132515163,1,ENSMUSG00000041168
Hectd2,0.059205745,0.795818762,ENSMUSG00000041180
Prkd2,0.177695564,0.346903342,ENSMUSG00000041187
Chrnb1,0.131640461,0.536382707,ENSMUSG00000041189
Pla2g5,-0.011801494,1,ENSMUSG00000041193
Rpusd1,-0.026940025,1,ENSMUSG00000041199
Pla2g2d,0.063797651,0.968498178,ENSMUSG00000041202
Trir,0.051454328,1,ENSMUSG00000041203
Map6d1,-0.258071178,0.006559713,ENSMUSG00000041205
Yeats2,-0.101866621,1,ENSMUSG00000041215
Clvs1,0.025619737,1,ENSMUSG00000041216
Arhgap11a,-0.085269835,0.61697836,ENSMUSG00000041219
Elovl6,-0.615766175,0.420059684,ENSMUSG00000041220
Arhgap12,-0.049143173,1,ENSMUSG00000041225
Phf8,0.080869732,1,ENSMUSG00000041229
Ublcp1,-0.132629678,1,ENSMUSG00000041231
Chd7,0.018823666,0.960671848,ENSMUSG00000041235
Vps41,-0.146111566,1,ENSMUSG00000041236
Pklr,-0.019197381,1,ENSMUSG00000041237
Rbbp8,-0.222840871,0.783015314,ENSMUSG00000041238
Mul1,0.022671817,1,ENSMUSG00000041241
Wnk3,0.089255689,0.743498433,ENSMUSG00000041245
Lamp3,-0.184919189,0.609723681,ENSMUSG00000041247
Zfp236,0.094945337,0.998452517,ENSMUSG00000041258
Car8,0.010641869,1,ENSMUSG00000041261
Rusc1,0.145996164,1,ENSMUSG00000041263
Uspl1,0.141719325,1,ENSMUSG00000041264
Dmxl2,-0.010690396,1,ENSMUSG00000041268
Tox,0.066428811,1,ENSMUSG00000041272
Ttc1,-0.084429176,1,ENSMUSG00000041278
Sox15,0.150475518,0.758342619,ENSMUSG00000041287
Cdk13,0.225535527,0.710989721,ENSMUSG00000041297
Katnal1,0.724794503,0.373059043,ENSMUSG00000041298
Gtf3c3,-0.089410923,1,ENSMUSG00000041303
Sntb2,2.020378108,0.028756578,ENSMUSG00000041308
Nkx6-2,-0.118861083,0.398181349,ENSMUSG00000041309
Slc7a1,0.059600436,1,ENSMUSG00000041313
Thoc6,0.141324931,1,ENSMUSG00000041319
Ak7,2.071211093,1.56E-05,ENSMUSG00000041323
Inhba,0.037991859,1,ENSMUSG00000041324
Pcf11,-0.065412511,1,ENSMUSG00000041328
Atp1b2,0.061751459,1,ENSMUSG00000041329
Atg2b,0.181727807,1,ENSMUSG00000041341
Ankrd42,0.959076114,0.198615979,ENSMUSG00000041343
Wrap53,-0.075899196,1,ENSMUSG00000041346
Rap1gap,-0.206780607,0.794399193,ENSMUSG00000041351
Tmem29,0.050343303,1,ENSMUSG00000041353
